,age,sex,wtyrago,finalwt,wtkg2,htm3
910,87.0,2,59.090909090909086,386.651982,59.09,155.0
911,44.0,2,68.18181818181817,329.935093,68.18,163.0
912,47.0,2,61.36363636363636,847.742921,61.36,173.0
913,67.0,2,99.99999999999999,263.362676,100.0,160.0
914,57.0,2,104.54545454545453,422.201868,104.55,152.0
915,92.0,1,61.36363636363636,151.906063,61.36,170.0
916,52.0,2,64.54545454545455,188.326032,65.91,163.0
917,72.0,1,88.63636363636363,398.090581,93.18,180.0
918,34.0,2,72.72727272727272,343.98301,72.73,170.0
919,54.0,2,54.54545454545454,764.453271,54.55,165.0
920,39.0,2,89.99999999999999,439.770352,90.0,170.0
921,29.0,1,86.36363636363636,651.435003,88.64,203.0
922,59.0,2,65.0,319.11432,65.0,165.0
923,29.0,2,79.54545454545453,1032.28484,79.55,175.0
924,47.0,1,97.72727272727272,285.167876,86.36,175.0
925,38.0,2,113.63636363636363,875.248112,118.18,170.0
926,37.0,1,104.54545454545453,863.628596,104.55,178.0
927,67.0,2,55.90909090909091,131.681338,55.91,157.0
928,51.0,2,56.81818181818181,565.161947,54.55,165.0
929,70.0,1,85.45454545454545,199.045291,85.45,180.0
930,,2,63.63636363636363,319.11432,63.64,152.0
931,67.0,2,53.63636363636363,131.681338,50.91,157.0
932,78.0,2,61.36363636363636,386.651982,59.09,163.0
933,48.0,2,,188.326032,,163.0
934,42.0,2,72.72727272727272,1458.27232,63.64,168.0
935,60.0,2,68.18181818181817,319.11432,78.18,160.0
936,30.0,2,90.9090909090909,343.98301,90.91,152.0
937,75.0,2,90.9090909090909,193.325991,90.91,175.0
938,78.0,1,78.18181818181817,227.859094,78.18,185.0
939,64.0,1,129.54545454545453,239.433394,104.55,180.0
940,45.0,1,84.09090909090908,570.335751,79.55,168.0
941,37.0,2,61.36363636363636,659.870187,59.09,165.0
942,76.0,2,49.54545454545454,290.083353,45.91,160.0
943,61.0,2,58.18181818181818,159.55716,59.09,163.0
944,40.0,2,68.18181818181817,659.655527,68.18,160.0
945,60.0,2,,319.11432,,168.0
946,61.0,2,81.81818181818181,562.935824,69.09,163.0
947,25.0,2,86.36363636363636,488.821564,97.73,180.0
948,40.0,1,81.81818181818181,1295.44289,81.82,183.0
949,69.0,2,74.54545454545453,263.362676,72.27,160.0
950,61.0,1,72.72727272727272,239.433394,80.91,178.0
951,84.0,1,89.09090909090908,455.718188,89.09,188.0
952,27.0,1,113.63636363636363,1302.87001,111.36,175.0
953,58.0,1,81.81818181818181,478.866788,81.82,183.0
954,82.0,2,56.36363636363636,193.325991,56.36,157.0
955,29.0,1,159.09090909090907,1902.31195,159.09,193.0
956,43.0,1,,431.814298,,170.0
957,54.0,2,77.27272727272727,376.652065,81.82,165.0
958,61.0,1,90.9090909090909,478.866788,90.91,183.0
959,72.0,2,72.72727272727272,131.681338,70.45,160.0
960,34.0,1,109.09090909090908,2853.46792,97.73,180.0
961,44.0,2,,219.885176,,170.0
962,80.0,2,,386.651982,,160.0
963,56.0,2,89.99999999999999,633.508886,90.0,152.0
964,62.0,2,65.9090909090909,159.55716,64.55,155.0
965,78.0,1,80.0,455.718188,77.27,168.0
966,54.0,2,84.09090909090908,188.326032,84.09,163.0
967,37.0,2,131.8181818181818,219.885176,113.64,170.0
968,38.0,2,85.9090909090909,659.870187,81.82,160.0
969,66.0,1,111.36363636363636,398.090581,111.36,196.0
970,47.0,1,,855.503627,113.64,180.0
971,42.0,2,68.18181818181817,659.870187,75.0,160.0
972,86.0,2,56.81818181818181,193.325991,60.91,163.0
973,25.0,1,77.27272727272727,651.435003,70.45,170.0
974,70.0,2,75.0,263.362676,72.73,152.0
975,66.0,2,81.81818181818181,293.281017,81.82,170.0
976,81.0,1,99.99999999999999,609.525335,100.0,173.0
977,31.0,2,94.99999999999999,290.57834,76.36,163.0
978,40.0,2,90.9090909090909,392.130017,97.73,157.0
979,81.0,2,56.81818181818181,344.765962,56.82,150.0
980,72.0,1,102.27272727272727,354.965417,102.27,188.0
981,79.0,2,53.63636363636363,172.382981,58.18,163.0
982,62.0,2,79.54545454545453,213.607408,79.55,173.0
983,72.0,2,63.63636363636363,234.83259,61.82,168.0
984,73.0,2,,130.754938,77.27,163.0
985,47.0,2,64.54545454545455,340.820013,73.64,163.0
986,79.0,2,74.09090909090908,505.954941,78.64,150.0
987,74.0,2,90.9090909090909,117.416295,90.91,157.0
988,74.0,2,67.72727272727272,117.416295,67.73,160.0
989,38.0,2,77.27272727272727,392.130017,77.27,165.0
990,43.0,2,59.090909090909086,392.130017,56.82,170.0
991,58.0,1,99.99999999999999,426.991135,95.45,183.0
992,45.0,2,45.45454545454545,335.849336,45.45,160.0
993,65.0,2,90.9090909090909,177.097041,70.45,188.0
994,29.0,1,84.09090909090908,1161.73006,87.73,180.0
995,77.0,2,54.54545454545454,172.382981,54.55,160.0
996,37.0,1,84.09090909090908,770.071685,84.09,180.0
997,61.0,1,96.36363636363636,426.991135,96.36,178.0
998,60.0,2,56.36363636363636,284.544656,49.55,170.0
999,55.0,2,103.18181818181817,142.272328,103.18,168.0
